title,url,datePosted,hood,description,address,compensation
Game Developer (Unity 3D),https://sfbay.craigslist.org/sfc/sof/d/san-francisco-game-developer-unity-3d/6840769901.html,1552513140000,financial district,"
        
JOB DESCRIPTION:
The largest independent mobile games studio is looking for a talented and accomplished Unity Games Developer. You will be working in a team of very technical, motivated and experienced individuals ranging from Software Engineers to Game Developers and Technical Artists, in order to develop, maintain and grow our base of mobile games.
The ideal candidate has experience working in Unity, is passionate about creating games in a Production Environment and a team player.


QUALIFICATIONS:
-- You have an engineering or technical art background, preferably a Computer Science degree or Games Development Degree, with a strong knowledge of Unity3d for game development
-- If you do not have a background in engineering then we at least require you to have 2 years in the industry of game development
-- If you do not have the experience of working in a games company, we require an ample list of personal projects and games that you have worked or contributed to in the past
-- You understand how to improve Unity performance
-- You have experience with UGUI
-- You have experience with C# programming
-- You’ve used Unity3D for 2D games
-- You love to learn new things and expand your skills as an engineer
-- You love games
-- You are a fast learner, self motivated person who likes to work in a production environment focused on results

Optional:
-- Knowledge of (if not, we’ll be happy to teach you):
-Ruby
-Objective-C
-Java
-- Experience developing Shaders, Shuriken Particle System, 


US:
Super Lucky is the largest independent developer of social casino games in the world.  We’re profitable and have been around for a while.  We produce some of the most fun and successful social casino apps on iTunes, Google Play, and Amazon!

We work as a team. Everyone helps everyone. Everyone is a teacher. Everyone is a student. Overall, our goal is to make our team better at what we do.


PERKS:
This position is full-time with some schedule flexibility. We offer market-competitive compensation, full benefits, 401K, and PTO. We encourage personal growth and provide everyone an opportunity to grow in whichever direction they are most interested!

Recruiters of any sort are NOT welcome to contact us about filling our open positions.

TO APPLY:
Please visit our Game Developer job position on our website at www.superlucky.com!
    ",Bush St at Grant St,Market Competitive
R&D Test Operator (In Vehicle Testing),https://sfbay.craigslist.org/sfc/sof/d/san-francisco-rd-test-operator-in/6840402939.html,1552491000000,SOMA / south beach,"
        
We're the driverless car company.

We believe in improving people's lives by making transportation safer, more accessible, and more convenient. We're building the world's most advanced software to fuel the driverless cars that safely connect people to the places, things, and experiences they care about.

We seek and embrace diversity in all of its forms. We continuously push ourselves to think differently and take ownership wherever it's needed. This is a place for dreamers and doers to succeed. If you share our passion for achieving what some say is impossible, join us.

About the Role: 
We are hiring Vehicle Test Operators to help us test and improve the performance of our autonomous vehicles! You should have a knack for fixing things and work well under pressure. Navigating a computer should be second nature to you. Ideal candidates will have an impeccable driving record and excellent driving skills. We're looking for qualified candidates to join us in a contract position starting immediately. The contract is expected to last a year and possibly longer. 

Schedule Options:
1) Saturday and/or Sunday
10:00am - 6:00pm
+
Three to four days during the week

2) Monday - Friday
8:00am - 4:00pm

All Total Hours = 40

$23/hr with growth opportunities

**Apply at https://getcruise.com/ and search for ""R&D Test Operator""**

Day-to-day responsibilities include:
- Ensure the safety of vehicles while in both autonomous and manual mode while operating the autonomous vehicle (AV)
- Log vehicle behavior and monitor vehicle software as the AV passenger
- Test the newest AV code and consistently deliver high-quality feedback to engineers
- Troubleshoot AV software in varied and dynamic environments
- Identify abnormal AV behaviors and escalate them through the proper channels
- Validate the performance of new and existing hardware including sensors and new vehicle platforms 
- Develop creative solutions to execute tests and improve operations
- Provide exceptional ride demonstrations to employees and guests of Cruise
- Remain well informed of all changes to vehicle behavior and tools
- Become a leader and train new operators
- Hold yourself and others accountable for maintaining our ""Stay Safe"" culture
- Perform special projects as requested by various Cruise teams
- Keep project details confidential 

You should apply for this role if you have the following qualifications:
- Ability to thoroughly diagnose and troubleshoot basic software issues
- Typing speed of over 50 words per minute
- Excellent written and verbal communication skills
- Licensed to drive a motor vehicle in the U.S. for the three years immediately preceding your application and currently hold an active California driver's license
- No more than 1-point on driving record and excellent driving skills
- Clean background check and drug screen
-Must safely operate the vehicle in accordance with Cruise safety protocols and applicable law.  This includes, but is not limited to, having a sufficient range of motion to turn a steering wheel, safely operating the accelerator and brake, checking blind spots and evaluating the environment, and maintaining appropriate airbag clearance.
-Ability to tolerate physical jolts and high-speed starts, stops, turns, and maneuvers associated with driving or taking control of the autonomous vehicle in both training and daily job functions
-Capability to perform physical work including, but not limited to, bending, stooping, and various operational tasks
-Work effectively and professionally in a stressful environment, including interactions with the public
-Capacity to remain alert and extremely focused for two-hour uninterrupted blocks of time
-Must satisfy the legal requirements to become an Operator (13 CCR § 227.34)


Bonus Points:
- 3+ years previous work experience
- Bachelor's degree (or relevant QA / Operations experience)
- Prior AV experience
- Military, Content Review, Technician, EMT experience
- Defensive drivers training (Smith Systems, etc.)
- Route/Delivery experience

Perks:
- Catered lunch, snacks, etc.
- The opportunity to solve difficult problems that have immediate and valuable real-world applications
- Applied product testing in real life situations

**Apply at https://getcruise.com/ and search for ""R&D Test Operator""**

This position is full-time employment with our contingent workforce partner, paying $23/hour and offering benefits, 401(k), and paid time off.
 
GM Cruise LLC provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Pursuant to applicable laws, we will consider for employment qualified applicants with arrest and conviction records. If you have a disability or special need that requires accommodation, please let us know.

    ",1201 Bryant St.,23/hr
"R&D Test Operator, Overnight",https://sfbay.craigslist.org/sfc/sof/d/san-francisco-rd-test-operator-overnight/6840401893.html,1552490940000,SOMA / south beach,"
        
We're the driverless car company.

We believe in improving people's lives by making transportation safer, more accessible, and more convenient. We're building the world's most advanced software to fuel the driverless cars that safely connect people to the places, things, and experiences they care about.

We seek and embrace diversity in all of its forms. We continuously push ourselves to think differently and take ownership wherever it's needed. This is a place for dreamers and doers to succeed. If you share our passion for achieving what some say is impossible, join us.

About the Role: 
We are hiring Vehicle Test Operators to help us test and improve the performance of our autonomous vehicles! You should have a knack for fixing things and work well under pressure. Navigating a computer should be second nature to you. Ideal candidates will have an impeccable driving record and excellent driving skills. We're looking for qualified candidates to join us in a contract position starting immediately. The contract is expected to last a year and possibly longer. 

Schedule:
Sunday - Thursday
11:45pm - 7:45am
40 hr/week
$23/hr with growth opportunities

**Apply at https://getcruise.com/ and search for ""R&D Test Operator, Overnight""**

Day-to-day responsibilities include:
- Ensure the safety of vehicles while in both autonomous and manual mode while operating the autonomous vehicle (AV)
- Log vehicle behavior and monitor vehicle software as the AV passenger
- Test the newest AV code and consistently deliver high-quality feedback to engineers
- Troubleshoot AV software in varied and dynamic environments
- Identify abnormal AV behaviors and escalate them through the proper channels
- Validate the performance of new and existing hardware including sensors and new vehicle platforms 
- Develop creative solutions to execute tests and improve operations
- Provide exceptional ride demonstrations to employees and guests of Cruise
- Remain well informed of all changes to vehicle behavior and tools
- Become a leader and train new operators
- Hold yourself and others accountable for maintaining our ""Stay Safe"" culture
- Perform special projects as requested by various Cruise teams
- Keep project details confidential 

You should apply for this role if you have the following qualifications:
- Ability to thoroughly diagnose and troubleshoot basic software issues
- Typing speed of over 50 words per minute
- Excellent written and verbal communication skills
- Licensed to drive a motor vehicle in the U.S. for the three years immediately preceding your application and currently hold an active California driver's license
- No more than 1-point on driving record and excellent driving skills
- Clean background check and drug screen
-Must safely operate the vehicle in accordance with Cruise safety protocols and applicable law.  This includes, but is not limited to, having a sufficient range of motion to turn a steering wheel, safely operating the accelerator and brake, checking blind spots and evaluating the environment, and maintaining appropriate airbag clearance.
-Ability to tolerate physical jolts and high-speed starts, stops, turns, and maneuvers associated with driving or taking control of the autonomous vehicle in both training and daily job functions
-Capability to perform physical work including, but not limited to, bending, stooping, and various operational tasks
-Work effectively and professionally in a stressful environment, including interactions with the public
-Capacity to remain alert and extremely focused for two-hour uninterrupted blocks of time
-Must satisfy the legal requirements to become an Operator (13 CCR § 227.34)


Bonus Points:
- 3+ years previous work experience
- Bachelor's degree (or relevant QA / Operations experience)
- Prior AV experience
- Military, Content Review, Technician, EMT experience
- Defensive drivers training (Smith Systems, etc.)
- Route/Delivery experience

Perks:
- Catered lunch, snacks, etc.
- The opportunity to solve difficult problems that have immediate and valuable real-world applications
- Applied product testing in real life situations

**Apply at https://getcruise.com/ and search for ""R&D Test Operator, Overnight""**

This position is full-time employment with our contingent workforce partner, paying $23/hour and offering benefits, 401(k), and paid time off.
 
GM Cruise LLC provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Pursuant to applicable laws, we will consider for employment qualified applicants with arrest and conviction records. If you have a disability or special need that requires accommodation, please let us know.

    ",1201 Bryant St.,23/hr
SinWaves Data Science Role,https://sfbay.craigslist.org/sby/sof/d/san-jose-sinwaves-data-science-role/6840031990.html,1552434420000,san jose east,"
        
SīnWaves is disrupting the status quo of transportation by not following the rules of thought on how infrastructure and vehicles share data. We believe that advancements in vehicle technology have not significantly improved transportations efficiency.  We are changing that by making commutes shorter and the roads safer through the creation of our software platform for autonomous vehicles, freight, and cities to better manage the current transportation resources. SīnWaves doesn't believe in technology for technology's sake but on applications that solve real word problems right now while creating the foundation to create a better transportation system for everyone in the future. We were awarded an NSF Phase I and II grant to bringing two applications to market. We are piloting Transit Signal Priority (TSP) and Emergency Vehicle Preemption (EVP) applications in San Jose. SīnWaves was selected for a CalTrans grant to demonstrate how cellular V2I compares with DSRC installed in Palo Alto. We are looking to expand our reach in the bay area's transportation network and country this year and are looking for passionate, smart people to support these efforts. Please feel out this survey to the best of your ability so we can all make a better transportation network. 

We need smart passionate people to make this dream, reality and are hard at work laying the foundation to create better roads. If you hate being stuck in traffic, stopping at every red light, taking 30 minutes to find a parking spot and want to solve hard technical and social problems, SinWaves could be the place for you!

The individual in this role will be responsible for interpreting quantitative data and developing statistical models to forecast vehicle movements. This individual will work with the software team to integrate the models with the sinewaves Cloud platform. Data is sourced from vehicles and infrastructure connected to SinWaves Cloud platform. SinWaves gaol is to alleviate traffic through the advancement of vehicle communication.  We are using real-time data to build actionable applications that run in real time. 
 
Key Qualifications
2+ years of experience doing complex forecasting and data analysis
Strong statistical background and experience with time series modeling (e.g., ARIMA, exponential smoothing, time series regression methods etc.)
Experienced Python programmer also proficient in other languages important to the ETL data pipeline (e.g. SQL)
Experience with data visualization packages (e.g. ggplot2, plotly, 
Excellent collaborator with strong written and verbal communication skills
Comfortable working in a loosely structured organization and advancing multiple projects at once on a tight schedule
Ability to share results in a brief coherent way to maximize impact
Experience building and maintaining python packages
Innate curiosity
Experience with Bayesian time series modeling and Stan (or Stan interfaces e.g. brms, rstanarm, rstan) is a plus but not required
Experience building interactive dashboards with python is a plus.
A passion for statistics, forecasting, and Python is also a plus.

Description

As members of the Services Forecast & Efficiency data science team, we work with various engineering teams to understand current and future infrastructure demand (storage, network, CPU, etc.). We need to be persistent and flexible in extracting data from various sources, cleaning and curating these data, and then clearly and concisely summarizing any insights.

In this role, you will build models to forecast the financial impact of new hardware and software releases across different scenarios and develop internal visualization and modeling tools to facilitate data-driven decisions. You should be comfortable communicating results and other analytical findings to business partners.

Education & Experience

Minimum Bachelor’s degree in Statistics, Mathematics, Economics, or other quantitative disciplines. Masters or Ph.D. preferred

Data is at the heart of how SinWaves makes business and product decisions. As a data science team, we work collaboratively with partners across product, engineering, operations, and growth to develop business insights and make actionable recommendations. We’re looking for passionate data scientists to come work alongside us to solve impactful problems in transporation.

You’ll be working in a dynamic environment, where we embrace moving quickly to build the world’s best transportations network. Data Scientists pursue a variety of problems ranging from understanding our vehicle data to traffic light models and logistics models, to ensuring we have an efficient marketplace, to optimizing how we run our platform and growth incentives. You’ll dig into the data to uncover insights, design experiments and measure the impact, and ultimately help influence decision-making across the entire organization.

Responsibilities
Set business metrics that measure the health of our products, as well as customer experience.
Partner with product managers, engineers, marketers, designers, and operators to translate business insights into decisions and action
Find opportunities for growth and efficiency for SinWaves
Design and analyze product experiments; communicate results and launch decisions
Develop analytical frameworks to monitor business and product performance

Experience & Skills
Degree in a quantitative field like statistics, economics, applied math, operations research or engineering. Advanced degrees are preferred
3+ years of industry experience in a data science or analytics role
Proficiency in SQL - able to write structured and efficient queries on large data sets.
Experience in programming, especially with data science and visualization libraries in Python. 
Strong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business

SinWaves is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. SinWaves does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender identity, sexual orientation, disability, age, military or veteran status, or any other basis protected by applicable local, state, or federal laws or prohibited by Company policy. SinWaves also strives for a healthy and safe workplace and strictly prohibits harassment of any kind.
    ",las plumas Av at King,Salary + Equity
Data Science Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-science-fellowship/6839900478.html,1552424340000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFData&utm_campaign=CLSFData&utm_medium=web
    ",,"80,000-160,000"
Product Management Fellow,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management-fellow/6839899471.html,1552424280000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFProduct&utm_campaign=CLSFProduct&utm_medium=web
    ",,"80,000-160,000"
QA Tester at Markov,https://sfbay.craigslist.org/pen/sof/d/palo-alto-qa-tester-at-markov/6839882402.html,1552423140000,palo alto,"
        
QA Tester at Markov

The Markov Corporation is a Palo Alto based software, hardware, and AI company that has developed a new oven that uses artificial intelligence to bring delicious hot food to offices (https://www.levelhotpantry.com/). 

Get involved in testing and improving the software of our amazing new cooking device by joining our fun, innovative, and fast-growing QA team. QA works closely with product and engineering to validate builds and get quality software released.

As a QA black box tester, you have:
- Attention to detail
- Critical thinking as well as the ability to pattern match and find the root cause of problems
- Excellent communication skills
- Experience in a team environment rooted in science (e.g. software engineering, laboratory)
- Basic Python scripting knowledge and ability to read logs
- Willingness to learn, work hard, and accept new challenges

On our team, you would:
- Validate builds from engineering
- Work with engineering to report bugs in detail and validate fixes
- Build out test plans and protocols for QAing new software
- Sign off on releases being bug-free, built to spec, and production-ready
- Keep track of, reproduce, and file production errors

Timing:
- This is a full-time position that requires reasonable work hours in the office with the rest of the team.
- Work location is in our office in Palo Alto. Working remotely is not possible for this role.

Interested?
- Please send us your resume and tell us about yourself and your interest in this role.    ",charleston at san antonio,Competitive
Software Engineering Fellow,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/6839880372.html,1552423020000,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.
 
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFSWE&utm_campaign=CLSFSWE&utm_medium=web
    ",,"80,000-160,000"
Autonomous Vehicle Safety Driver | Fastest Growing Rideshare Company,https://sfbay.craigslist.org/pen/sof/d/autonomous-vehicle-safety-driver/6839677113.html,1552410780000,palo alto,"
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply


Our client, a very well-known ridesharing company, is searching for an experienced Safety Driver for their Palo Alto office to  aid in the testing and development of autonomous technology. The ideal candidate has experience working in a fast-paced, high-growth environment. You love a good challenge and are comfortable working as part of a distributed team. You are interested in the autonomous vehicle space and feel comfortable working alongside other operators and engineers. On top of your proven history of success, you have a passion for technology and, like us, you value hard work and fun in equal measure.  

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply


Requirements

Having a ""safety first"" attitude. Keeping the vehicle, team, and public safe at all times
Operate self-driving vehicles in both autonomous and manual modes between 6-8 hours a day, 5 days a week
Collaborate with operations and engineers to follow collection/missions procedures
Execute established procedures, processes, and checklists
Provide reliable and honest feedback to operations and engineer teams on test processes and performance
Being an ambassador for the technology and team
Quickly and efficiently operate proprietary software in a moving vehicle and willingness to learn new applications
Requirements:
1-2 years of Autonomous Vehicle testing experience preferred
BS/BA degree in any field, or equivalent practical work experience
Valid US Driver's license with at least 7 years driving experience, and a clean driving record (no more than 1 point in the last 3 years)
Experience with workflow management systems, preferably JIRA
Familiarity with bash/linux command line prompts is a plus
Ability to travel up to 25% of the time

Commitment: This is a full-time role, staffed through a third party agency.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply



This job post is run by HireArt.com.
    ",,$32 - $36 per hour
Software Analyst/ Senior Software Analyst,https://sfbay.craigslist.org/eby/sof/d/pleasanton-software-analyst-senior/6839658793.html,1552409700000,dublin / pleasanton / livermore,"
        
The Superior Court of California, County of Alameda is accepting applications for the position of Software Analyst/Senior Software Analyst  (Windows/Office 365 and Network Engineer). There are currently two vacancies. The current job vacancies are assigned to the Information Technology Division at the East County Hall of Justice, located in Dublin, Ca.
 
Under direction, a Software Analyst  investigates, analyzes and to evaluate software programs which serve as the platform for security, communications, application development and system performance monitoring and tuning; designs the implementation of systems software in a way that will improve the efficiency of both the technical staff and end-user community; develops logic, writes and tests software programs defined by higher level software programmers; enhances, installs and tests vendor supplied utilities and software packages; assists in the development and modification of relatively complex software; writes operations manuals and guides; and performs other related work as assigned.

Under direction, Senior Software Analysts develop specifications for complex system software programming; architects the deployment of system software; defines the logic, writes the programs, develops test plans, and tests software programs; provides direction and guidance to other technical staff performing these operations; assumes responsibility for the support of designated software platforms; analyzes system logs and to prepare technical reports; and performs other related duties as assigned.

Minimum Qualifications:

Software Analyst Minimum Qualifications:
Education:
Possession of a Bachelor's degree in computer science or a related field from an accredited college or university.
And
Experience:
The equivalent to two years' of recent full-time increasingly responsible experience in computer programming, including software programming and analysis. Experience must include implementing packaged systems software, applying system patches and software upgrades.

Senior Software Analyst Minimum Qualifications:
Either Option I

Experience:
The equivalent to two years of full-time experience in the class of Software Analyst in the Superior Court of California, County of Alameda classified service performing similar duties.

Or Option II

Education:
Possession of a Bachelor's degree in computer science or a related field from an accredited college or university.
Additional experience in software analysis and programming, windows analysis, database software administration and/or programming, implementation and utilization of active directory and other application delivery mechanisms may substitute for education on a year-to-year basis.

And

Experience:
The equivalent to two years of recent full-time increasingly responsible experience in software analysis and programming and/or windows analysis and programming, the implementation and utilization of active directory and other application delivery mechanisms.

Desired Qualifications for Sr. Software Analyst and Software Analyst: 
Principles and techniques of (design-Sr Analyst) implementation, analysis and support for infrastructure management and performance optimization; methods of program problem analysis and correction; experience in design, implementation and support of windows technologies, Office 365/Azure administration and PowerShell scripting, active directory, ADFS 2.0 or greater, MS SQL database; principles and use of terminal services; Cisco IOS and Wireless, Firewall/Security, VMware, , Red Hat Linux operating systems, storage area network and hyper-converged technologies.

GENERAL INFORMATION
This is a full-time, ACMEA represented and FLSA exempt management position. This position includes a one-year probationary period.

APPLICATION PROCEDURE:
To apply, submit an application online, including a completed supplemental questionnaire. Additional information and the online application can be found on the court's website. http://www.alameda.courts.ca.gov/Pages.aspx/Employment

Applications are due by 5:00 p.m. on Tuesday, April 2, 2019.
    ",5151 Gleason Dr,$45.92 - $65.89 Hourly
software internship for a local startup - UI/UX development,https://sfbay.craigslist.org/eby/sof/d/fremont-software-internship-for-local/6839191774.html,1552348800000,fremont / union city / newark,"
        
We are a local start-up currently in stealth working on a product in the healthcare and social media space. We are looking for energetic interns that will be mostly involved in developing UI for both web and mobile. This is an unpaid internship position and is perfect for those who are looking to gain more experience to get into the industry  - this includes students currently taking courses in computer science and related fields. 

Job Description: Be part of an exciting project that takes pet ownership to a new level! Create and implement an interactive web application and mobile application using existing back-end functionality using a cloud based API. Be able to process and materialize concepts into a visual representation.  Duties include web and application design through programming, executing testing and debugging routines and documentation. 

Required Skills
Requirements for the position include:
2+ years experience in any programming language

Desired Qualifications:
Experience working with Amazon AWS (lambda, ec2, s3 and redis)
Experience with web design: HTML, CSS, JavaScript, Ajax, JQuery 
Experience with mobile application development and their IDE's: Swift (xcode), Java (NetBeans, Eclipse)
Experience with basic networking: DNS, Gateways, Load Balancers is a plus
Familiarity with ReactJS/Angular is a plus
Database experience is a plus    ",,"This is an internship opportunity for an early start-up, no compensation offered; compensation can be in consideration depending on future revenue."
Data Analyst,https://sfbay.craigslist.org/nby/sof/d/novato-data-analyst/6839169739.html,1552346940000,,"
        
AdvisoryCloud (Formerly The ExecRanks) is searching for a Data Analyst who will support the data and reporting needs of teams across our company including sales, marketing, growth, customer service, engineering, product and the C-Suite. This vital role will manage and continue to develop our BI tools already in place (Periscope with Postgres) pulling all of our varied data sources together, while fulfilling data and report requests from various business teams. The ideal candidate must be comfortable working with large sets of data, be proficient in SQL, have experience with BI tools such as Periscope, Looker or Tableau (Periscope preferred) and have excellent critical thinking / analytical skills. 

Responsibilities:
•	Apply your expertise in quantitative analysis, data mining, machine learning, and the presentation of data to see beyond the numbers and understand how our users interact with our products and marketing campaigns. 
•	Partner with Product Engineering and Marketing teams to solve problems and identify trends and opportunities.
•	Work alongside the engineering and marketing teams to analyze the results of A/B experiments.
•	Make recommendations on new experiments to run based on the data, and work alongside the engineering team to make sure features are engineered with data tracking in mind.
•	Be the source of data and reporting for all teams across our business. 
•	Inform, influence, support, and execute our product decisions, product launches, and business strategies.
•	Respond to assigned ad hoc data requests on a timely basis while prioritizing work and responding to internal stakeholders to communicate key results
•	Develop dashboard and reporting tools for teams across the company up to and including the C-Suite to track KPIs
•	Contribute to building and maintaining an inspiring team culture.
•	Strong working relationships with stakeholders and peer teams.
•	Execute rapidly, we move fast, you need to be ready and willing to shift on a dime and keep moving.  

Qualifications:
•	2-4 years prior experience in business intelligence, consulting, product analyst and/or sales ops roles
•	Expertise with SQL
•	Experience building reports and dashboards in BI platforms (Periscope, Looker, Tableau, etc.)
•	Delivers accurate and quality reports by diligently checking work
•	Comfortable working with large sets of data
•	Experience with Periscope would be beneficial
•	Experience working with large sets of data and activities tables
•	Ambition and excellent work ethic.
•	Proven ability to manage and prioritize multiple projects; excellent time management, organizational skills and great attention to detail.
•	Diligent follow through and execution. 

About us:
AdvisoryCloud provides professionals with the platform, exposure, and tools to monetize their knowledge as an advisor. 

As a company we have built a strong culture that is supportive and social. We have lots of fun work events, healthy snacks and a collaborative atmosphere. We offer competitive pay, health care, dental and vision benefits, paid holidays and Vacation and Sick Time. Not to mention, uncapped commission opportunity!

To apply please go directly to our website at www.advisorycloud.com or click on this link:
https://app.jobvite.com/j?cj=oBJC9fwP&s=Craigslist

AdvisoryCloud is an Equal Opportunity Employer and ADA compliant.    ",,Competitive Salary with benefits after first mont of employment
